origin,des,weight,digital_assign.x,digital_assign.y,pair,mod.x,mod.y,m.x,m.y,hybrid_pair,gobm
Atlassian JIRA,Time Management,6599,1,0,1,High-tech,Sales and merchandising,56.410839512406824,214.47275676567284,High-tech & Sales and merchandising,Other hybrid cluster pairs
Autodesk AutoCAD,Time Management,6162,1,0,1,General office,Sales and merchandising,90.2351712640928,214.47275676567284,General office & Sales and merchandising,Other hybrid cluster pairs
Autodesk AutoCAD Civil 3D,Time Management,1028,1,0,1,General office,Sales and merchandising,84.63696224151855,214.47275676567284,General office & Sales and merchandising,Other hybrid cluster pairs
Autodesk Revit,Time Management,2591,1,0,1,General office,Sales and merchandising,70.1925359282663,214.47275676567284,General office & Sales and merchandising,Other hybrid cluster pairs
Big Data,Time Management,2166,1,0,1,High-tech,Sales and merchandising,48.23822165853296,214.47275676567284,High-tech & Sales and merchandising,Other hybrid cluster pairs
Bloomberg,Time Management,1900,1,0,1,High-tech,Sales and merchandising,211.90287401247184,214.47275676567284,High-tech & Sales and merchandising,Other hybrid cluster pairs
Business Analysis,Time Management,10833,1,0,1,High-tech,Sales and merchandising,58.01383642724831,214.47275676567284,High-tech & Sales and merchandising,Other hybrid cluster pairs
Business Systems Analysis,Time Management,3731,1,0,1,High-tech,Sales and merchandising,35.29912153432024,214.47275676567284,High-tech & Sales and merchandising,Other hybrid cluster pairs
C#,Time Management,2004,1,0,1,High-tech,Sales and merchandising,20.79492940863762,214.47275676567284,High-tech & Sales and merchandising,Other hybrid cluster pairs
C++,Time Management,1420,1,0,1,High-tech,Sales and merchandising,30.47377614014289,214.47275676567284,High-tech & Sales and merchandising,Other hybrid cluster pairs
Cascading Style Sheets (CSS),Time Management,6042,1,0,1,High-tech,Sales and merchandising,77.60217617663882,214.47275676567284,High-tech & Sales and merchandising,Other hybrid cluster pairs
Ceridian,Time Management,2022,1,0,1,General office,Sales and merchandising,173.84548996138233,214.47275676567284,General office & Sales and merchandising,Other hybrid cluster pairs
Cisco,Time Management,3059,1,0,1,High-tech,Sales and merchandising,50.87507024732876,214.47275676567284,High-tech & Sales and merchandising,Other hybrid cluster pairs
Cisco Systems WebEx,Time Management,1313,1,0,1,Business and management,Sales and merchandising,121.42277840536705,214.47275676567284,Business and management & Sales and merchandising,Other hybrid cluster pairs
Citrix,Time Management,1230,1,0,1,High-tech,Sales and merchandising,59.04904970373179,214.47275676567284,High-tech & Sales and merchandising,Other hybrid cluster pairs
Closed circuit television CCTV systems,Time Management,2108,1,0,1,Sales and merchandising,Sales and merchandising,169.0431260817031,214.47275676567284,Sales and merchandising & Sales and merchandising,Other hybrid cluster pairs
Cloud Computing,Time Management,12644,1,0,1,High-tech,Sales and merchandising,55.389995279121116,214.47275676567284,High-tech & Sales and merchandising,Other hybrid cluster pairs
Computer aided design CAD software,Time Management,2290,1,0,1,High-tech,Sales and merchandising,51.184061683178555,214.47275676567284,High-tech & Sales and merchandising,Other hybrid cluster pairs
Computer skills,Time Management,8726,1,0,1,Sales and merchandising,Sales and merchandising,200.13396747208023,214.47275676567284,Sales and merchandising & Sales and merchandising,Other hybrid cluster pairs
Computer terminals,Time Management,2131,1,0,1,Sales and merchandising,Sales and merchandising,270.96194979394,214.47275676567284,Sales and merchandising & Sales and merchandising,Other hybrid cluster pairs
Computerized maintenance management system CMMS,Time Management,1923,1,0,1,Trades,Sales and merchandising,183.3573730965437,214.47275676567284,Trades & Sales and merchandising,Other hybrid cluster pairs
Content management systems CMS,Time Management,4511,1,0,1,Business and management,Sales and merchandising,102.50724762634486,214.47275676567284,Business and management & Sales and merchandising,Other hybrid cluster pairs
Customer relationship management CRM software,Time Management,33355,1,0,1,Business and management,Sales and merchandising,136.06518627133744,214.47275676567284,Business and management & Sales and merchandising,Other hybrid cluster pairs
Database software,Time Management,4506,1,0,1,General office,Sales and merchandising,138.8983741482077,214.47275676567284,General office & Sales and merchandising,Other hybrid cluster pairs
Digital Marketing,Time Management,12536,1,0,1,Business and management,Sales and merchandising,111.34319860838905,214.47275676567284,Business and management & Sales and merchandising,Other hybrid cluster pairs
Drupal,Time Management,1041,1,0,1,High-tech,Sales and merchandising,80.34964656399144,214.47275676567284,High-tech & Sales and merchandising,Other hybrid cluster pairs
ERP software,Time Management,2163,1,0,1,Business and management,Sales and merchandising,129.1370267814803,214.47275676567284,Business and management & Sales and merchandising,Other hybrid cluster pairs
Editing software,Time Management,1418,1,0,1,High-tech,Sales and merchandising,66.19685635660296,214.47275676567284,High-tech & Sales and merchandising,Other hybrid cluster pairs
Electronic Data Interchange EDI systems,Time Management,4123,1,0,1,Business and management,Sales and merchandising,129.09137580887253,214.47275676567284,Business and management & Sales and merchandising,Other hybrid cluster pairs
Electronic medical record EMR systems,Time Management,2475,1,0,1,High-tech,Sales and merchandising,149.21408059320848,214.47275676567284,High-tech & Sales and merchandising,Other hybrid cluster pairs
Enterprise resource planning ERP software,Time Management,22866,1,0,1,Business and management,Sales and merchandising,137.9514530154629,214.47275676567284,Business and management & Sales and merchandising,Other hybrid cluster pairs
Enterprise resource planning ERP system,Time Management,10463,1,0,1,Business and management,Sales and merchandising,149.76686869935807,214.47275676567284,Business and management & Sales and merchandising,Other hybrid cluster pairs
Estimating software,Time Management,1170,1,0,1,Business and management,Sales and merchandising,136.9314083603541,214.47275676567284,Business and management & Sales and merchandising,Other hybrid cluster pairs
Excavator,Time Management,1728,1,0,1,Trades,Sales and merchandising,384.2749451541902,214.47275676567284,Trades & Sales and merchandising,Other hybrid cluster pairs
Geographic information system GIS systems,Time Management,4357,1,0,1,High-tech,Sales and merchandising,127.04357729674182,214.47275676567284,High-tech & Sales and merchandising,Other hybrid cluster pairs
Git,Time Management,2957,1,0,1,High-tech,Sales and merchandising,26.939795857648125,214.47275676567284,High-tech & Sales and merchandising,Other hybrid cluster pairs
Google Analytics,Time Management,5396,1,0,1,Business and management,Sales and merchandising,97.34288825970927,214.47275676567284,Business and management & Sales and merchandising,Other hybrid cluster pairs
Google Docs,Time Management,2959,1,0,1,General office,Sales and merchandising,163.77053563473424,214.47275676567284,General office & Sales and merchandising,Other hybrid cluster pairs
Google Drive,Time Management,3097,1,0,1,General office,Sales and merchandising,161.0832735946349,214.47275676567284,General office & Sales and merchandising,Other hybrid cluster pairs
Google Sheets,Time Management,2244,1,0,1,General office,Sales and merchandising,144.2435558282067,214.47275676567284,General office & Sales and merchandising,Other hybrid cluster pairs
Graphic Design,Time Management,8592,1,0,1,Business and management,Sales and merchandising,104.49171764355329,214.47275676567284,Business and management & Sales and merchandising,Other hybrid cluster pairs
HTML  (Hypertext markup language),Time Management,1586,1,0,1,High-tech,Sales and merchandising,15.983045383121775,214.47275676567284,High-tech & Sales and merchandising,Other hybrid cluster pairs
HTML5,Time Management,1015,1,0,1,High-tech,Sales and merchandising,24.901746227123105,214.47275676567284,High-tech & Sales and merchandising,Other hybrid cluster pairs
Hootsuite,Time Management,1832,1,0,1,Business and management,Sales and merchandising,131.2695733252315,214.47275676567284,Business and management & Sales and merchandising,Other hybrid cluster pairs
Human resource information system HRIS,Time Management,8832,1,0,1,General office,Sales and merchandising,172.05883845740834,214.47275676567284,General office & Sales and merchandising,Other hybrid cluster pairs
IBM AS400,Time Management,2828,1,0,1,General office,Sales and merchandising,164.9260925468861,214.47275676567284,General office & Sales and merchandising,Other hybrid cluster pairs
IOS,Time Management,3185,1,0,1,High-tech,Sales and merchandising,118.40663696005417,214.47275676567284,High-tech & Sales and merchandising,Other hybrid cluster pairs
Information Systems,Time Management,19537,1,0,1,High-tech,Sales and merchandising,118.4768729517055,214.47275676567284,High-tech & Sales and merchandising,Other hybrid cluster pairs
Information Technology Infrastructure Library (ITIL),Time Management,5058,1,0,1,High-tech,Sales and merchandising,54.227295608286084,214.47275676567284,High-tech & Sales and merchandising,Other hybrid cluster pairs
Intuit QuickBooks,Time Management,9839,1,0,1,General office,Sales and merchandising,158.3284517439977,214.47275676567284,General office & Sales and merchandising,Other hybrid cluster pairs
Inventory control software,Time Management,2305,1,0,1,Sales and merchandising,Sales and merchandising,224.31920200400268,214.47275676567284,Sales and merchandising & Sales and merchandising,Other hybrid cluster pairs
Inventory control systems,Time Management,1890,1,0,1,Sales and merchandising,Sales and merchandising,277.7462243047503,214.47275676567284,Sales and merchandising & Sales and merchandising,Other hybrid cluster pairs
Inventory management software,Time Management,1456,1,0,1,Sales and merchandising,Sales and merchandising,261.916971982313,214.47275676567284,Sales and merchandising & Sales and merchandising,Other hybrid cluster pairs
JD Edwards,Time Management,2713,1,0,1,General office,Sales and merchandising,146.88321015689868,214.47275676567284,General office & Sales and merchandising,Other hybrid cluster pairs
JSON,Time Management,1051,1,0,1,High-tech,Sales and merchandising,43.53175498553419,214.47275676567284,High-tech & Sales and merchandising,Other hybrid cluster pairs
Java,Time Management,4888,1,0,1,High-tech,Sales and merchandising,44.765375720030605,214.47275676567284,High-tech & Sales and merchandising,Other hybrid cluster pairs
JavaScript,Time Management,6489,1,0,1,High-tech,Sales and merchandising,91.72637986229236,214.47275676567284,High-tech & Sales and merchandising,Other hybrid cluster pairs
Kronos,Time Management,2199,1,0,1,General office,Sales and merchandising,178.27338109630008,214.47275676567284,General office & Sales and merchandising,Other hybrid cluster pairs
Linux,Time Management,5585,1,0,1,High-tech,Sales and merchandising,32.21832843082554,214.47275676567284,High-tech & Sales and merchandising,Other hybrid cluster pairs
MEDITECH software,Time Management,2925,1,0,1,General office,Sales and merchandising,207.99700060573238,214.47275676567284,General office & Sales and merchandising,Other hybrid cluster pairs
Machine Learning,Time Management,2877,1,0,1,High-tech,Sales and merchandising,58.36814489929409,214.47275676567284,High-tech & Sales and merchandising,Other hybrid cluster pairs
Macros,Time Management,2304,1,0,1,High-tech,Sales and merchandising,94.75401434892427,214.47275676567284,High-tech & Sales and merchandising,Other hybrid cluster pairs
MailChimp,Time Management,1299,1,0,1,Business and management,Sales and merchandising,115.6638510207376,214.47275676567284,Business and management & Sales and merchandising,Other hybrid cluster pairs
Microsoft Access,Time Management,16343,1,0,1,General office,Sales and merchandising,147.65938457615115,214.47275676567284,General office & Sales and merchandising,Other hybrid cluster pairs
Microsoft Active Directory,Time Management,5569,1,0,1,High-tech,Sales and merchandising,163.90519426723313,214.47275676567284,High-tech & Sales and merchandising,Other hybrid cluster pairs
Microsoft Azure,Time Management,7018,1,0,1,High-tech,Sales and merchandising,44.1323658985783,214.47275676567284,High-tech & Sales and merchandising,Other hybrid cluster pairs
Microsoft Dynamics,Time Management,3749,1,0,1,High-tech,Sales and merchandising,114.68005063654388,214.47275676567284,High-tech & Sales and merchandising,Other hybrid cluster pairs
Microsoft Excel,Time Management,258955,1,0,1,General office,Sales and merchandising,158.61177521955162,214.47275676567284,General office & Sales and merchandising,Other hybrid cluster pairs
Microsoft Exchange,Time Management,1503,1,0,1,High-tech,Sales and merchandising,60.518628102478594,214.47275676567284,High-tech & Sales and merchandising,Other hybrid cluster pairs
Microsoft Office,Time Management,276662,1,0,1,General office,Sales and merchandising,159.7727625720988,214.47275676567284,General office & Sales and merchandising,Other hybrid cluster pairs
Microsoft Outlook,Time Management,69148,1,0,1,General office,Sales and merchandising,163.9583440178295,214.47275676567284,General office & Sales and merchandising,Other hybrid cluster pairs
Microsoft Power BI,Time Management,7050,1,0,1,High-tech,Sales and merchandising,61.50205843709332,214.47275676567284,High-tech & Sales and merchandising,Other hybrid cluster pairs
Microsoft PowerPoint,Time Management,101688,1,0,1,General office,Sales and merchandising,147.59609405704566,214.47275676567284,General office & Sales and merchandising,Other hybrid cluster pairs
Microsoft PowerShell,Time Management,2029,1,0,1,High-tech,Sales and merchandising,31.114038583893503,214.47275676567284,High-tech & Sales and merchandising,Other hybrid cluster pairs
Microsoft Project,Time Management,13654,1,0,1,Business and management,Sales and merchandising,123.28829625883816,214.47275676567284,Business and management & Sales and merchandising,Other hybrid cluster pairs
Microsoft SQL Server,Time Management,4140,1,0,1,High-tech,Sales and merchandising,25.353145527611492,214.47275676567284,High-tech & Sales and merchandising,Other hybrid cluster pairs
Microsoft SQL Server Reporting Services (SSRS),Time Management,1067,1,0,1,High-tech,Sales and merchandising,30.000180438484016,214.47275676567284,High-tech & Sales and merchandising,Other hybrid cluster pairs
Microsoft SharePoint,Time Management,17951,1,0,1,High-tech,Sales and merchandising,115.51181503883093,214.47275676567284,High-tech & Sales and merchandising,Other hybrid cluster pairs
Microsoft Visio,Time Management,7992,1,0,1,High-tech,Sales and merchandising,95.49957004385388,214.47275676567284,High-tech & Sales and merchandising,Other hybrid cluster pairs
Microsoft Visual Basic,Time Management,1167,1,0,1,High-tech,Sales and merchandising,29.27906582362321,214.47275676567284,High-tech & Sales and merchandising,Other hybrid cluster pairs
Microsoft Visual Basic for Applications (VBA),Time Management,2497,1,0,1,High-tech,Sales and merchandising,62.5754480115131,214.47275676567284,High-tech & Sales and merchandising,Other hybrid cluster pairs
Microsoft Windows,Time Management,12048,1,0,1,General office,Sales and merchandising,136.6929550203266,214.47275676567284,General office & Sales and merchandising,Other hybrid cluster pairs
Microsoft Windows Server,Time Management,2363,1,0,1,High-tech,Sales and merchandising,32.093267787084685,214.47275676567284,High-tech & Sales and merchandising,Other hybrid cluster pairs
Microsoft Word,Time Management,207672,1,0,1,General office,Sales and merchandising,163.41430165627065,214.47275676567284,General office & Sales and merchandising,Other hybrid cluster pairs
Microsoft operating system,Time Management,4295,1,0,1,High-tech,Sales and merchandising,92.54049798040342,214.47275676567284,High-tech & Sales and merchandising,Other hybrid cluster pairs
Microsoft suite,Time Management,61057,1,0,1,General office,Sales and merchandising,151.4820209858323,214.47275676567284,General office & Sales and merchandising,Other hybrid cluster pairs
MySQL,Time Management,1449,1,0,1,High-tech,Sales and merchandising,21.907403460192402,214.47275676567284,High-tech & Sales and merchandising,Other hybrid cluster pairs
NetSuite,Time Management,1876,1,0,1,Business and management,Sales and merchandising,130.14541358133866,214.47275676567284,Business and management & Sales and merchandising,Other hybrid cluster pairs
Network Administration,Time Management,1178,1,0,1,High-tech,Sales and merchandising,27.715288011355472,214.47275676567284,High-tech & Sales and merchandising,Other hybrid cluster pairs
Office suite software,Time Management,1736,1,0,1,General office,Sales and merchandising,149.6408622219594,214.47275676567284,General office & Sales and merchandising,Other hybrid cluster pairs
Oracle,Time Management,9857,1,0,1,High-tech,Sales and merchandising,105.56365405255653,214.47275676567284,High-tech & Sales and merchandising,Other hybrid cluster pairs
Oracle HRIS,Time Management,8708,1,0,1,General office,Sales and merchandising,171.9305504729225,214.47275676567284,General office & Sales and merchandising,Other hybrid cluster pairs
Oracle Learning Management,Time Management,4132,1,0,1,Business and management,Sales and merchandising,129.3482817200314,214.47275676567284,Business and management & Sales and merchandising,Other hybrid cluster pairs
Oracle PeopleSoft,Time Management,4410,1,0,1,General office,Sales and merchandising,149.2625012020569,214.47275676567284,General office & Sales and merchandising,Other hybrid cluster pairs
Payroll software,Time Management,1387,1,0,1,General office,Sales and merchandising,189.11732723812335,214.47275676567284,General office & Sales and merchandising,Other hybrid cluster pairs
Pivot Tables,Time Management,5271,1,0,1,General office,Sales and merchandising,121.8628047202869,214.47275676567284,General office & Sales and merchandising,Other hybrid cluster pairs
Point of sale POS bookstore software,Time Management,1699,1,0,1,Sales and merchandising,Sales and merchandising,166.28134611089587,214.47275676567284,Sales and merchandising & Sales and merchandising,Other hybrid cluster pairs
Point of sale POS software,Time Management,8895,1,0,1,Sales and merchandising,Sales and merchandising,243.52178465237245,214.47275676567284,Sales and merchandising & Sales and merchandising,Other hybrid cluster pairs
Point of sale POS systems,Time Management,14514,1,0,1,Sales and merchandising,Sales and merchandising,250.11795634199925,214.47275676567284,Sales and merchandising & Sales and merchandising,Other hybrid cluster pairs
Presentation software,Time Management,2494,1,0,1,General office,Sales and merchandising,128.98733094305507,214.47275676567284,General office & Sales and merchandising,Other hybrid cluster pairs
Project management software,Time Management,3052,1,0,1,Business and management,Sales and merchandising,118.67694308774894,214.47275676567284,Business and management & Sales and merchandising,Other hybrid cluster pairs
Python,Time Management,8480,1,0,1,High-tech,Sales and merchandising,37.87697067885508,214.47275676567284,High-tech & Sales and merchandising,Other hybrid cluster pairs
Requirements Analysis,Time Management,5153,1,0,1,High-tech,Sales and merchandising,72.12251819097628,214.47275676567284,High-tech & Sales and merchandising,Other hybrid cluster pairs
Routers,Time Management,1901,1,0,1,High-tech,Sales and merchandising,45.00504152008364,214.47275676567284,High-tech & Sales and merchandising,Other hybrid cluster pairs
SAP,Time Management,24008,1,0,1,Business and management,Sales and merchandising,157.0578897948615,214.47275676567284,Business and management & Sales and merchandising,Other hybrid cluster pairs
SAS,Time Management,3117,1,0,1,High-tech,Sales and merchandising,65.14954291826737,214.47275676567284,High-tech & Sales and merchandising,Other hybrid cluster pairs
SPSS,Time Management,1588,1,0,1,High-tech,Sales and merchandising,64.48626375545034,214.47275676567284,High-tech & Sales and merchandising,Other hybrid cluster pairs
SQL (Structured query language),Time Management,15869,1,0,1,High-tech,Sales and merchandising,36.5381199626398,214.47275676567284,High-tech & Sales and merchandising,Other hybrid cluster pairs
Sage,Time Management,7051,1,0,1,General office,Sales and merchandising,164.22395831105047,214.47275676567284,General office & Sales and merchandising,Other hybrid cluster pairs
Sage Simply Accounting,Time Management,1201,1,0,1,General office,Sales and merchandising,160.08679219216054,214.47275676567284,General office & Sales and merchandising,Other hybrid cluster pairs
Salesforce.com Salesforce CRM,Time Management,15403,1,0,1,Business and management,Sales and merchandising,120.42783695187448,214.47275676567284,Business and management & Sales and merchandising,Other hybrid cluster pairs
Scheduling software,Time Management,3425,1,0,1,Business and management,Sales and merchandising,180.41006180633659,214.47275676567284,Business and management & Sales and merchandising,Other hybrid cluster pairs
Scrum,Time Management,4851,1,0,1,High-tech,Sales and merchandising,51.0877171081291,214.47275676567284,High-tech & Sales and merchandising,Other hybrid cluster pairs
Software Development Life Cycle (SDLC),Time Management,2915,1,0,1,High-tech,Sales and merchandising,42.97093188403422,214.47275676567284,High-tech & Sales and merchandising,Other hybrid cluster pairs
Spreadsheet applications,Time Management,1228,1,0,1,General office,Sales and merchandising,181.3608858677766,214.47275676567284,General office & Sales and merchandising,Other hybrid cluster pairs
Spreadsheet software,Time Management,1959,1,0,1,General office,Sales and merchandising,161.91750972975942,214.47275676567284,General office & Sales and merchandising,Other hybrid cluster pairs
Statistical software,Time Management,1091,1,0,1,High-tech,Sales and merchandising,64.48676000703335,214.47275676567284,High-tech & Sales and merchandising,Other hybrid cluster pairs
Systems Integration,Time Management,2316,1,0,1,High-tech,Sales and merchandising,104.92043373874685,214.47275676567284,High-tech & Sales and merchandising,Other hybrid cluster pairs
Tableau,Time Management,4860,1,0,1,High-tech,Sales and merchandising,65.67934114537704,214.47275676567284,High-tech & Sales and merchandising,Other hybrid cluster pairs
Technical Support,Time Management,22618,1,0,1,High-tech,Sales and merchandising,98.82985676627668,214.47275676567284,High-tech & Sales and merchandising,Other hybrid cluster pairs
UNIX,Time Management,2193,1,0,1,High-tech,Sales and merchandising,32.050624055314266,214.47275676567284,High-tech & Sales and merchandising,Other hybrid cluster pairs
User Acceptance Testing,Time Management,3552,1,0,1,High-tech,Sales and merchandising,53.9427951346211,214.47275676567284,High-tech & Sales and merchandising,Other hybrid cluster pairs
User Interface Design,Time Management,4344,1,0,1,High-tech,Sales and merchandising,105.85510448475502,214.47275676567284,High-tech & Sales and merchandising,Other hybrid cluster pairs
VMWare,Time Management,2614,1,0,1,High-tech,Sales and merchandising,36.64398469777576,214.47275676567284,High-tech & Sales and merchandising,Other hybrid cluster pairs
Video Editing,Time Management,3130,1,0,1,Business and management,Sales and merchandising,97.88551732826448,214.47275676567284,Business and management & Sales and merchandising,Other hybrid cluster pairs
Video Production,Time Management,1686,1,0,1,Business and management,Sales and merchandising,93.66158073423588,214.47275676567284,Business and management & Sales and merchandising,Other hybrid cluster pairs
Voice over internet protocol VoIP systems,Time Management,1681,1,0,1,High-tech,Sales and merchandising,60.17404056789305,214.47275676567284,High-tech & Sales and merchandising,Other hybrid cluster pairs
Warehouse management system WMS,Time Management,2377,1,0,1,Sales and merchandising,Sales and merchandising,233.35479729951675,214.47275676567284,Sales and merchandising & Sales and merchandising,Other hybrid cluster pairs
Waterfall Software Development,Time Management,1979,1,0,1,High-tech,Sales and merchandising,66.15256358807507,214.47275676567284,High-tech & Sales and merchandising,Other hybrid cluster pairs
Web Design,Time Management,2337,1,0,1,High-tech,Sales and merchandising,89.36208922164201,214.47275676567284,High-tech & Sales and merchandising,Other hybrid cluster pairs
Web Development,Time Management,2472,1,0,1,High-tech,Sales and merchandising,52.1263716524428,214.47275676567284,High-tech & Sales and merchandising,Other hybrid cluster pairs
Word processing software,Time Management,2517,1,0,1,General office,Sales and merchandising,138.06534319955932,214.47275676567284,General office & Sales and merchandising,Other hybrid cluster pairs
WordPress,Time Management,6200,1,0,1,Business and management,Sales and merchandising,104.78867430687309,214.47275676567284,Business and management & Sales and merchandising,Other hybrid cluster pairs
XML,Time Management,1840,1,0,1,High-tech,Sales and merchandising,123.9903970288507,214.47275676567284,High-tech & Sales and merchandising,Other hybrid cluster pairs
Yardi,Time Management,3769,1,0,1,General office,Sales and merchandising,143.2062869437394,214.47275676567284,General office & Sales and merchandising,Other hybrid cluster pairs
desktop publishing,Time Management,1708,1,0,1,General office,Sales and merchandising,132.03002617746608,214.47275676567284,General office & Sales and merchandising,Other hybrid cluster pairs
eQuest,Time Management,1532,1,0,1,Sales and merchandising,Sales and merchandising,238.40619902701263,214.47275676567284,Sales and merchandising & Sales and merchandising,Other hybrid cluster pairs
jQuery,Time Management,1118,1,0,1,High-tech,Sales and merchandising,23.968347419382425,214.47275676567284,High-tech & Sales and merchandising,Other hybrid cluster pairs
Accounting software,Troubleshooting,1320,1,0,1,General office,High-tech,154.71773339889526,161.52962743259448,General office & High-tech,Other hybrid cluster pairs
Adobe Systems Adobe Acrobat,Troubleshooting,1242,1,0,1,General office,High-tech,141.96467756113182,161.52962743259448,General office & High-tech,Other hybrid cluster pairs
Adobe Systems Adobe Photoshop,Troubleshooting,2184,1,0,1,Business and management,High-tech,96.1251862227797,161.52962743259448,Business and management & High-tech,Other hybrid cluster pairs
Agile Software Development,Troubleshooting,12400,1,0,1,High-tech,High-tech,47.17983328657611,161.52962743259448,High-tech & High-tech,Other hybrid cluster pairs
Amazon Web Services (AWS),Troubleshooting,10100,1,0,1,High-tech,High-tech,43.98006630417717,161.52962743259448,High-tech & High-tech,Other hybrid cluster pairs
Android,Troubleshooting,1841,1,0,1,High-tech,High-tech,62.77616135242585,161.52962743259448,High-tech & High-tech,Other hybrid cluster pairs
AngularJS,Troubleshooting,1893,1,0,1,High-tech,High-tech,12.92989170313346,161.52962743259448,High-tech & High-tech,Other hybrid cluster pairs
Ansible software,Troubleshooting,1539,1,0,1,High-tech,High-tech,20.98572171436567,161.52962743259448,High-tech & High-tech,Other hybrid cluster pairs
Apache Hadoop,Troubleshooting,1316,1,0,1,High-tech,High-tech,29.342441927840216,161.52962743259448,High-tech & High-tech,Other hybrid cluster pairs
Apple Mac OS X,Troubleshooting,1680,1,0,1,High-tech,High-tech,84.09559381884294,161.52962743259448,High-tech & High-tech,Other hybrid cluster pairs
Application servers,Troubleshooting,1256,1,0,1,High-tech,High-tech,29.043698633243167,161.52962743259448,High-tech & High-tech,Other hybrid cluster pairs
Artificial Intelligence (AI),Troubleshooting,5902,1,0,1,High-tech,High-tech,103.08104822594191,161.52962743259448,High-tech & High-tech,Other hybrid cluster pairs
Atlassian Confluence,Troubleshooting,1247,1,0,1,High-tech,High-tech,64.84404636834671,161.52962743259448,High-tech & High-tech,Other hybrid cluster pairs
Atlassian JIRA,Troubleshooting,7212,1,0,1,High-tech,High-tech,56.410839512406824,161.52962743259448,High-tech & High-tech,Other hybrid cluster pairs
Autodesk AutoCAD,Troubleshooting,1851,1,0,1,General office,High-tech,90.2351712640928,161.52962743259448,General office & High-tech,Other hybrid cluster pairs
Bash,Troubleshooting,1372,1,0,1,High-tech,High-tech,28.138890835987592,161.52962743259448,High-tech & High-tech,Other hybrid cluster pairs
Big Data,Troubleshooting,2456,1,0,1,High-tech,High-tech,48.23822165853296,161.52962743259448,High-tech & High-tech,Other hybrid cluster pairs
Business Analysis,Troubleshooting,5620,1,0,1,High-tech,High-tech,58.01383642724831,161.52962743259448,High-tech & High-tech,Other hybrid cluster pairs
Business Systems Analysis,Troubleshooting,5464,1,0,1,High-tech,High-tech,35.29912153432024,161.52962743259448,High-tech & High-tech,Other hybrid cluster pairs
C#,Troubleshooting,5003,1,0,1,High-tech,High-tech,20.79492940863762,161.52962743259448,High-tech & High-tech,Other hybrid cluster pairs
C++,Troubleshooting,3993,1,0,1,High-tech,High-tech,30.47377614014289,161.52962743259448,High-tech & High-tech,Other hybrid cluster pairs
Cascading Style Sheets (CSS),Troubleshooting,7328,1,0,1,High-tech,High-tech,77.60217617663882,161.52962743259448,High-tech & High-tech,Other hybrid cluster pairs
Cisco,Troubleshooting,9028,1,0,1,High-tech,High-tech,50.87507024732876,161.52962743259448,High-tech & High-tech,Other hybrid cluster pairs
Citrix,Troubleshooting,3441,1,0,1,High-tech,High-tech,59.04904970373179,161.52962743259448,High-tech & High-tech,Other hybrid cluster pairs
Closed circuit television CCTV systems,Troubleshooting,2657,1,0,1,Sales and merchandising,High-tech,169.0431260817031,161.52962743259448,Sales and merchandising & High-tech,Other hybrid cluster pairs
Cloud Computing,Troubleshooting,21191,1,0,1,High-tech,High-tech,55.389995279121116,161.52962743259448,High-tech & High-tech,Other hybrid cluster pairs
Computer aided design CAD software,Troubleshooting,1714,1,0,1,High-tech,High-tech,51.184061683178555,161.52962743259448,High-tech & High-tech,Other hybrid cluster pairs
Computer skills,Troubleshooting,2034,1,0,1,Sales and merchandising,High-tech,200.13396747208023,161.52962743259448,Sales and merchandising & High-tech,Other hybrid cluster pairs
Computerized maintenance management system CMMS,Troubleshooting,3801,1,0,1,Trades,High-tech,183.3573730965437,161.52962743259448,Trades & High-tech,Other hybrid cluster pairs
Content management systems CMS,Troubleshooting,1637,1,0,1,Business and management,High-tech,102.50724762634486,161.52962743259448,Business and management & High-tech,Other hybrid cluster pairs
Customer relationship management CRM software,Troubleshooting,9188,1,0,1,Business and management,High-tech,136.06518627133744,161.52962743259448,Business and management & High-tech,Other hybrid cluster pairs
Database software,Troubleshooting,1394,1,0,1,General office,High-tech,138.8983741482077,161.52962743259448,General office & High-tech,Other hybrid cluster pairs
Desktop computers,Troubleshooting,1179,1,0,1,High-tech,High-tech,130.56231665771247,161.52962743259448,High-tech & High-tech,Other hybrid cluster pairs
Digital Marketing,Troubleshooting,2389,1,0,1,Business and management,High-tech,111.34319860838905,161.52962743259448,Business and management & High-tech,Other hybrid cluster pairs
Docker,Troubleshooting,1639,1,0,1,High-tech,High-tech,23.735629779087212,161.52962743259448,High-tech & High-tech,Other hybrid cluster pairs
ETL,Troubleshooting,1680,1,0,1,High-tech,High-tech,13.413484780638536,161.52962743259448,High-tech & High-tech,Other hybrid cluster pairs
Electronic Data Interchange EDI systems,Troubleshooting,1584,1,0,1,Business and management,High-tech,129.09137580887253,161.52962743259448,Business and management & High-tech,Other hybrid cluster pairs
Enterprise resource planning ERP software,Troubleshooting,10161,1,0,1,Business and management,High-tech,137.9514530154629,161.52962743259448,Business and management & High-tech,Other hybrid cluster pairs
Enterprise resource planning ERP system,Troubleshooting,4187,1,0,1,Business and management,High-tech,149.76686869935807,161.52962743259448,Business and management & High-tech,Other hybrid cluster pairs
Geographic information system GIS systems,Troubleshooting,1899,1,0,1,High-tech,High-tech,127.04357729674182,161.52962743259448,High-tech & High-tech,Other hybrid cluster pairs
